HPAI Strains,Country,State: County,Specy_common_name,epi_event_id,Earliest outbreak report date,Latest outbreak report date,Collection Date,Number of outbreaks reported,WOAH Classification,Sampling Method,Submitting Agency,More information
H5N1,United States of America,California: Contra Costa,Snow goose,?,9/20/24,?,12/20/23,?,Wild bird,Morbidity/Mortality,CA DFW/CAHFS,?
H5N1,United States of America,Wyoming: Converse,Owl (unidentified),?,9/20/24,?,12/22/23,?,Wild bird,Morbidity/Mortality,WY GFD,?
H5N1,United States of America,Alaska: Fairbanks North Star,Canada goose,?,9/20/24,?,5/3/22,?,Wild bird,Morbidity/Mortality,AK DFG,?
H5N1,United States of America,California: Humboldt,Herring gull,?,9/23/24,?,12/27/23,?,Wild bird,Morbidity/Mortality,CA DFW/CAHFS,?
H5N1,United States of America,Nevada: Elko,Red-tailed hawk,?,9/23/24,?,12/19/23,?,Wild bird,Morbidity/Mortality,NV DOW,?
H5N1,United States of America,Nevada: Washoe,California quail,?,9/23/24,?,12/19/23,?,Wild bird,Morbidity/Mortality,NV DOW,?
H5N1,United States of America,Iowa: Polk,Snow goose,?,9/23/24,?,12/27/23,?,Wild bird,Morbidity/Mortality,IA DNR,?
H5N1,United States of America,Florida: Collier,Black skimmer,?,9/24/24,?,10/10/22,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Volusia,Black vulture,?,9/24/24,?,8/15/24,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Florida: Volusia,Black vulture,?,9/24/24,?,8/15/24,?,Wild bird,Morbidity/Mortality,FL FWCC,?
H5N1,United States of America,Colorado: Larimer,Great horned owl,?,9/24/24,?,12/26/23,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Idaho: Gooding,American wigeon,?,9/19/24,?,12/28/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Colorado: Larimer,Canada goose,?,8/29/24,?,12/4/23,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Colorado: Denver,American crow,?,9/5/24,?,12/17/23,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Colorado: Jefferson,Black-billed magpie,?,9/5/24,?,12/13/23,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Colorado: Adams,Snow goose,?,9/4/24,?,12/11/23,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Mississippi: Lafayette,Ross's goose,?,9/5/24,?,12/9/23,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,North Carolina: Hyde,American wigeon,?,9/23/24,?,12/19/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Hyde,American wigeon,?,9/23/24,?,12/19/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Oregon: Columbia,Mallard,?,9/19/24,?,12/30/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Oregon: Columbia,Mallard,?,9/19/24,?,12/30/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Oregon: Columbia,American wigeon,?,9/19/24,?,12/30/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,South Carolina: Richland,Green-winged teal,?,9/23/24,?,12/13/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,South Carolina: Richland,Green-winged teal,?,9/23/24,?,12/13/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,South Carolina: Richland,Wood duck,?,9/23/24,?,12/13/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,South Carolina: Richland,Wood duck,?,9/23/24,?,12/13/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,South Carolina: Richland,Wood duck,?,9/23/24,?,12/13/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Nevada: Washoe,Canada goose,?,8/30/24,?,11/15/23,?,Wild bird,Morbidity/Mortality,NV DOW,?
H5N1,United States of America,Nevada: Washoe,Canada goose,?,8/30/24,?,11/15/23,?,Wild bird,Morbidity/Mortality,NV DOW,?
H5N1,United States of America,North Carolina: Hyde,American wigeon,?,9/23/24,?,12/30/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Hyde,Gadwall,?,9/23/24,?,12/30/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Hyde,Gadwall,?,9/23/24,?,12/30/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Hyde,American wigeon,?,9/23/24,?,12/30/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Hyde,Gadwall,?,9/23/24,?,12/30/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Hyde,Gadwall,?,9/23/24,?,12/30/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Hyde,Gadwall,?,9/23/24,?,12/30/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,greater scaup,?,9/20/24,?,12/26/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,9/20/24,?,12/26/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,9/20/24,?,12/26/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,9/20/24,?,12/26/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,9/20/24,?,12/26/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,9/20/24,?,12/26/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,9/20/24,?,12/26/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,9/20/24,?,12/26/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,9/20/24,?,12/26/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,9/20/24,?,12/26/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Gadwall,?,9/20/24,?,12/26/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,greater scaup,?,9/20/24,?,12/26/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Beaufort,Lesser scaup,?,9/20/24,?,12/23/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Indiana: Monroe,Mallard,?,9/19/24,?,12/29/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Indiana: Monroe,Ring-necked duck,?,9/19/24,?,12/29/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Indiana: Monroe,Green-winged teal,?,9/19/24,?,12/29/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Colorado: Weld,Great horned owl,?,12/13/23,?,11/28/23,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Colorado: Larimer,Great horned owl,?,8/28/24,?,12/6/23,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Colorado: Weld,Great horned owl,?,9/3/24,?,12/10/23,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Colorado: Larimer,Red-tailed hawk,?,9/3/24,?,12/10/23,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Colorado: Larimer,Great horned owl,?,9/5/24,?,12/18/23,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Colorado: Larimer,Great horned owl,?,9/5/24,?,12/19/23,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,New York: Tompkins,Snow goose,?,9/26/24,?,12/26/23,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Florida: Brevard,Black vulture,?,9/26/24,?,9/19/24,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,California: San Diego,Snow goose,?,9/27/24,?,12/14/23,?,Wild bird,Morbidity/Mortality,CA DFW/CAHFS,?
H5N1,United States of America,New York: Dutchess,Bald eagle,?,9/30/24,?,1/5/24,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,New York: Rensselaer,Canada goose,?,9/30/24,?,1/8/24,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,Florida: Volusia,Royal tern,?,9/30/24,?,1/9/24,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Florida: Volusia,Royal tern,?,9/30/24,?,1/9/24,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Florida: Volusia,Black scoter,?,9/30/24,?,1/9/24,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Florida: Volusia,Willet,?,9/30/24,?,1/9/24,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,New York: Suffolk,Peregrine falcon,?,10/1/24,?,12/4/23,?,Wild bird,Morbidity/Mortality,NY DEC,?
H5N1,United States of America,Missouri: Jackson,Red-shouldered hawk,?,10/1/24,?,12/8/23,?,Wild bird,Morbidity/Mortality,MO Dept of Conservation,?
H5N1,United States of America,Missouri: Jackson,Snow goose,?,10/1/24,?,12/8/23,?,Wild bird,Morbidity/Mortality,MO Dept of Conservation,?
H5N1,United States of America,Missouri: Jackson,Canada goose,?,10/1/24,?,12/8/23,?,Wild bird,Morbidity/Mortality,MO Dept of Conservation,?
H5N1,United States of America,Missouri: Jackson,Canada goose,?,10/1/24,?,12/8/23,?,Wild bird,Morbidity/Mortality,MO Dept of Conservation,?
H5N1,United States of America,Missouri: Johnson,Snow goose,?,10/1/24,?,12/8/23,?,Wild bird,Morbidity/Mortality,MO Dept of Conservation,?
H5N1,United States of America,Missouri: Clay,Snow goose,?,10/1/24,?,12/8/23,?,Wild bird,Morbidity/Mortality,MO Dept of Conservation,?
H5N1,United States of America,Missouri: Clay,Ross's goose,?,10/1/24,?,12/8/23,?,Wild bird,Morbidity/Mortality,MO Dept of Conservation,?
H5N1,United States of America,Missouri: Clay,Snow goose,?,10/1/24,?,12/8/23,?,Wild bird,Morbidity/Mortality,MO Dept of Conservation,?
H5N1,United States of America,Missouri: Bates,Snow goose,?,10/1/24,?,12/8/23,?,Wild bird,Morbidity/Mortality,MO Dept of Conservation,?
H5N1,United States of America,Missouri: Stoddard,Snow goose,?,10/1/24,?,12/8/23,?,Wild bird,Morbidity/Mortality,MO Dept of Conservation,?
H5N1,United States of America,Missouri: Stoddard,Snow goose,?,10/1/24,?,12/8/23,?,Wild bird,Morbidity/Mortality,MO Dept of Conservation,?
H5N1,United States of America,Missouri: Stoddard,Snow goose,?,10/1/24,?,12/8/23,?,Wild bird,Morbidity/Mortality,MO Dept of Conservation,?
H5N1,United States of America,Missouri: Gasconade,Snow goose,?,10/1/24,?,12/8/23,?,Wild bird,Morbidity/Mortality,MO Dept of Conservation,?
H5N1,United States of America,North Carolina: Hyde,Northern pintail,?,9/23/24,?,12/19/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Hyde,Ring-necked duck,?,9/23/24,?,12/19/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Hyde,American black duck,?,9/23/24,?,12/19/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Hyde,Green-winged teal,?,9/23/24,?,12/19/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,9/23/24,?,12/30/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Blue-winged teal,?,9/23/24,?,12/30/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Tennessee: Lake,Gadwall,?,9/20/24,?,12/23/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Beaufort,ruddy duck,?,9/20/24,?,12/26/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Beaufort,Green-winged teal,?,9/20/24,?,12/26/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Hyde,American wigeon,?,9/20/24,?,12/28/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Hyde,American wigeon,?,9/20/24,?,12/28/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Hyde,American wigeon,?,9/20/24,?,12/28/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Hyde,american wigeon,?,9/20/24,?,12/28/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Idaho: Starke,Mallard,?,9/19/24,?,1/3/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Indiana: Monroe,Mallard,?,9/19/24,?,12/30/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,New Mexico: Socorro,American wigeon,?,9/20/24,?,12/28/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,New Mexico: Socorro,American wigeon,?,9/20/24,?,1/2/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,South Carolina: Berkeley,Green-winged teal,?,9/20/24,?,12/20/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,South Carolina: Berkeley,Green-winged teal,?,9/20/24,?,12/20/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,South Carolina: Berkeley,Wood duck,?,9/20/24,?,12/20/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,South Carolina: Berkeley,Green-winged teal,?,9/20/24,?,12/20/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,South Carolina: Berkeley,Blue-winged teal,?,9/20/24,?,12/20/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,California: Tulare,European starling,?,10/4/24,?,9/17/24,?,Wild bird,Agency harvest,NWDP,?
H5N1,United States of America,California: Tulare,Eurasian collared dove,?,10/3/24,?,9/19/24,?,Wild bird,Agency harvest,NWDP,?
H5N1,United States of America,California: Tulare,European starling,?,10/3/24,?,9/19/24,?,Wild bird,Agency harvest,NWDP,?
H5N1,United States of America,California: Tulare,Brewer's blackbird,?,10/4/24,?,9/21/24,?,Wild bird,Agency harvest,NWDP,?
H5N1,United States of America,California: Tulare,Brewer's blackbird,?,10/3/24,?,9/21/24,?,Wild bird,Agency harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,9/20/24,?,12/23/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Gadwall,?,9/20/24,?,12/23/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Gadwall,?,9/20/24,?,12/23/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,9/20/24,?,12/23/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Hyde,Northern pintail,?,9/30/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Beaufort,Green-winged teal,?,10/1/24,?,1/9/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Beaufort,Green-winged teal,?,10/1/24,?,1/9/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Montana: Big Horn,Mallard,?,9/30/24,?,12/21/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Montana: Big Horn,Mallard,?,9/30/24,?,12/21/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Montana: Big Horn,Mallard,?,9/30/24,?,12/21/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Hyde,Gadwall,?,9/30/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Hyde,American wigeon,?,9/30/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Hyde,American wigeon,?,9/30/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Arkansas: Prairie,Mallard,?,9/26/24,?,1/3/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Arkansas: Prairie,Mallard,?,9/26/24,?,1/3/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Georgia: Stewart,Wood duck,?,9/26/24,?,12/20/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Alabama: Barbour,Ring-necked duck,?,9/26/24,?,12/23/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Alabama: Barbour,Ring-necked duck,?,9/26/24,?,12/23/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Alabama: Barbour,Northern shoveler,?,9/26/24,?,12/23/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Alabama: Barbour,Wood duck,?,9/26/24,?,12/23/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Georgia: Hart,Wood duck,?,9/30/24,?,1/7/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Mississippi: Tallahatchie,Snow goose,?,9/23/24,?,12/18/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,New Mexico: Socorro,American wigeon,?,9/20/24,?,12/27/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Oklahoma: Sequoyah,Lesser scaup,?,9/20/24,?,12/23/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,South Carolina: Orangeburg,Black vulture,?,9/30/24,?,12/21/23,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,South Carolina: Orangeburg,Wood duck,?,9/30/24,?,12/21/23,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,South Carolina: Orangeburg,Wood duck,?,9/30/24,?,12/21/23,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,South Carolina: Orangeburg,Blue-winged teal,?,9/30/24,?,12/21/23,?,Wild bird,Morbidity/Mortality,NWDP,?
H5N1,United States of America,Missouri: Butler,Snow goose,?,9/6/24,?,12/9/23,?,Wild bird,Morbidity/Mortality,MO Dept of Conservation,?
H5N1,United States of America,Missouri: Dunklin,Snow goose,?,9/6/24,?,12/5/23,?,Wild bird,Morbidity/Mortality,MO Dept of Conservation,?
H5N1,United States of America,Missouri: New Madrid,Snow goose,?,9/6/24,?,12/8/23,?,Wild bird,Morbidity/Mortality,MO Dept of Conservation,?
H5N1,United States of America,Missouri: New Madrid,Snow goose,?,9/6/24,?,12/9/23,?,Wild bird,Morbidity/Mortality,MO Dept of Conservation,?
H5N1,United States of America,California: Tulare,European starling,?,10/10/24,?,9/25/24,?,Wild bird,Agency harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,American wigeon,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,American wigeon,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,American wigeon,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,American wigeon,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,American wigeon,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,American wigeon,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,American wigeon,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Colorado: Logan,Green-winged teal,?,10/1/24,?,1/7/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Green-winged teal,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,American wigeon,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,American wigeon,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,American wigeon,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,American wigeon,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,American wigeon,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,American wigeon,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,American wigeon,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,American wigeon,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,American wigeon,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Lesser scaup,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Lesser scaup,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Northern shoveler,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Ring-necked duck,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,North Carolina: Pamlico,Hooded merganser,?,10/1/24,?,1/6/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,California: Fresno,Rock pigeon,?,10/16/24,?,10/6/24,?,Wild bird,Agency harvest,NWDP,?
H5N1,United States of America,Florida: Brevard,Black vulture,?,10/21/24,?,10/4/24,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Florida: Brevard,Black vulture,?,10/21/24,?,10/14/24,?,Captive wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,Idaho: Jefferson,Mallard,?,10/21/24,?,9/4/24,?,Wild bird,Live bird,NWDP,?
H5N1,United States of America,Idaho: Jefferson,Mallard,?,10/21/24,?,9/4/24,?,Wild bird,Live bird,NWDP,?
H5N1,United States of America,Idaho: Jefferson,Mallard,?,10/21/24,?,9/4/24,?,Wild bird,Live bird,NWDP,?
H5N1,United States of America,Idaho: Jefferson,Mallard,?,10/21/24,?,9/4/24,?,Wild bird,Live bird,NWDP,?
H5N1,United States of America,Idaho: Jefferson,Mallard,?,10/21/24,?,9/4/24,?,Wild bird,Live bird,NWDP,?
H5N1,United States of America,Idaho: Jefferson,Mallard,?,10/21/24,?,9/4/24,?,Wild bird,Live bird,NWDP,?
H5N1,United States of America,California: Tulare,Eurasian collared dove,?,10/28/24,?,10/15/24,?,Wild bird,Agency harvest,NWDP,?
H5N1,United States of America,Kansas: Riley,Crow (unidentified),?,9/3/24,?,12/6/23,?,Wild bird,Morbidity/Mortality,Private (non-government) submission,?
H5N1,United States of America,South Carolina: Williamsburg,Wood duck,?,8/14/24,?,12/12/23,?,Wild bird,Agency harvest,SCWDS,?
H5N1,United States of America,South Carolina: Williamsburg,Wood duck,?,8/14/24,?,12/12/23,?,Wild bird,Agency harvest,SCWDS,?
H5N1,United States of America,Minnesota: Wabasha,Green-winged teal,?,10/30/24,?,11/14/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Minnesota: Wabasha,Green-winged teal,?,10/30/24,?,11/14/23,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Alaska: Juneau,Green-winged teal,?,10/30/24,?,9/26/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Alaska: Juneau,Green-winged teal,?,10/30/24,?,9/26/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Alaska: Juneau,Green-winged teal,?,10/30/24,?,9/26/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Alaska: Juneau,Green-winged teal,?,10/30/24,?,9/26/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Alaska: Juneau,American wigeon,?,10/30/24,?,9/26/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Alaska: Juneau,American wigeon,?,10/30/24,?,9/26/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Alaska: Juneau,Green-winged teal,?,10/31/24,?,9/29/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Alaska: Juneau,Green-winged teal,?,10/31/24,?,9/29/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Alaska: Juneau,Green-winged teal,?,10/31/24,?,9/29/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Alaska: Juneau,Northern pintail,?,10/31/24,?,10/5/24,?,Wild bird,Hunter harvest,NWDP,?
H5N1,United States of America,Alaska: Juneau,Mallard,?,10/31/24,?,10/5/24,?,Wild bird,Hunter harvest,NWDP,?
